,ID,Winery,Name,Vintage,Country,Region,Wine_Style,Wine_Type,Wine_Category,Grape Type,Grape_ID,Rating,Review_Count,Price,Acidity,Fizziness,Intensity,Sweetness,Tannin
307,Sous l'Amandier Saint-Joseph 2021,Domaine Christophe Curtat,Sous l'Amandier Saint-Joseph,2021,France,Saint-Joseph,northern-rhone-white,White,White,Marsanne,24,4.2,35,25.0,2.4783373,,3.4988525,2.7296722,
308,Domaine des Tourettes Hermitage Blanc 2017,Delas,Domaine des Tourettes Hermitage Blanc,2017,France,Hermitage,northern-rhone-white,White,White,Marsanne,24,4.2,34,49.0,2.6411352,,3.8911686,2.45803,
309,Selection Hermitage Blanche 1999,Domaine Jean-Louis Chave,Selection Hermitage Blanche,1999,France,Hermitage,northern-rhone-white,White,White,Marsanne,24,4.2,32,390.0,2.3906374,,3.5087996,2.141476,
310,La Soie Blanche 2017,Chemin des Reves,La Soie Blanche,2017,France,Languedoc,languedoc-roussillon-white,White,White,Marsanne,24,4.2,28,15.0,2.546923,,3.5202796,1.3790209,
311,Cantafaroune Languedoc 2020,Château La Roque,Cantafaroune Languedoc,2020,France,Languedoc,languedoc-roussillon-white,White,White,Marsanne,24,0.0,1,18.0,3.102381,,2.5233333,1.0,
312,Aliot 2017,Chêne Bleu,Aliot,2017,France,Vaucluse,french-mediterranee-white,White,White,Marsanne,24,4.2,27,35.5,3.1357505,,3.3086038,1.837267,
313,Clos des Grives Crozes-Hermitage Blanc 2016,Combier,Clos des Grives Crozes-Hermitage Blanc,2016,France,Crozes-Hermitage,northern-rhone-white,White,White,Marsanne,24,4.2,26,61.2,2.6310272,,3.3482702,1.9165405,
314,Crozes-Hermitage Cuvée Les Marelles Blanc 2021,Gilles Robin,Crozes-Hermitage Cuvée Les Marelles Blanc,2021,France,Crozes-Hermitage,northern-rhone-white,White,White,Marsanne,24,4.2,25,19.8,2.3844159,,3.6152418,1.914017,
315,Hermitage Le Chevalier de Sterimberg 1989,Domaine de La Chapelle,Hermitage Le Chevalier de Sterimberg,1989,France,Hermitage,northern-rhone-white,White,White,Marsanne,24,0.0,5,113.9,2.4163377,,3.4242923,2.1279578,
316,Hermitage Le Chevalier de Sterimberg 2021,Domaine de La Chapelle,Hermitage Le Chevalier de Sterimberg,2021,France,Hermitage,northern-rhone-white,White,White,Marsanne,24,0.0,13,72.0,2.4163377,,3.4242923,2.1279578,
317,Hermitage Le Chevalier de Sterimberg 1990,Domaine de La Chapelle,Hermitage Le Chevalier de Sterimberg,1990,France,Hermitage,northern-rhone-white,White,White,Marsanne,24,0.0,20,135.0,2.4163377,,3.4242923,2.1279578,
318,Hermitage Blanc 1992,E. Guigal,Hermitage Blanc,1992,France,Hermitage,northern-rhone-white,White,White,Marsanne,24,0.0,3,96.0,2.390509,,3.4760203,2.2138045,
319,Hermitage Blanc 1980,E. Guigal,Hermitage Blanc,1980,France,Hermitage,northern-rhone-white,White,White,Marsanne,24,0.0,0,192.0,2.390509,,3.4760203,2.2138045,
320,Hermitage Blanc 1989,E. Guigal,Hermitage Blanc,1989,France,Hermitage,northern-rhone-white,White,White,Marsanne,24,0.0,2,72.0,2.390509,,3.4760203,2.2138045,
321,Les Figuiers Saint-Péray 2022,Bernard Gripa,Les Figuiers Saint-Péray,2022,France,Saint-Péray,northern-rhone-saint-peray,Saint-Péray,White,Marsanne,24,0.0,0,30.0,3.4434514,,2.3273766,2.762893,
322,Saint-Drézéry Tête de Bélier Blanc 2022,Château Puech-Haut,Saint-Drézéry Tête de Bélier Blanc,2022,France,Saint-Drézéry,languedoc-roussillon-white,White,White,Marsanne,24,0.0,2,28.9,2.9990847,,3.3984804,1.9872962,
323,Saint-Drézéry Tête de Bélier Blanc 2020,Château Puech-Haut,Saint-Drézéry Tête de Bélier Blanc,2020,France,Saint-Drézéry,languedoc-roussillon-white,White,White,Marsanne,24,0.0,19,32.5,2.9990847,,3.3984804,1.9872962,
324,Saint-Joseph Lieu-Dit Blanc 2022,E. Guigal,Saint-Joseph Lieu-Dit Blanc,2022,France,Saint-Joseph,northern-rhone-white,White,White,Marsanne,24,0.0,0,41.9,2.328085,,3.733854,2.1883006,
325,Saint-Joseph Les Royes Blanc 2021,Domaine Courbis,Saint-Joseph Les Royes Blanc,2021,France,Saint-Joseph,northern-rhone-white,White,White,Marsanne,24,0.0,14,42.0,2.300173,,3.4130518,2.0279005,
326,Sous l'Amandier Saint-Joseph 2022,Domaine Christophe Curtat,Sous l'Amandier Saint-Joseph,2022,France,Saint-Joseph,northern-rhone-white,White,White,Marsanne,24,0.0,5,26.5,2.4783373,,3.4988525,2.7296722,
327,Crozes-Hermitage Cuvée Les Marelles Blanc 2022,Gilles Robin,Crozes-Hermitage Cuvée Les Marelles Blanc,2022,France,Crozes-Hermitage,northern-rhone-white,White,White,Marsanne,24,0.0,11,23.5,2.3844159,,3.6152418,1.914017,
328,Cuvée Prestige Saint-Péray 2021,Domaine du Tunnel,Cuvée Prestige Saint-Péray,2021,France,Saint-Péray,northern-rhone-saint-peray,Saint-Péray,White,Marsanne,24,0.0,8,33.0,3.3949254,,2.4002066,2.8620205,
329,Cuvée Prestige Saint-Péray 2022,Domaine du Tunnel,Cuvée Prestige Saint-Péray,2022,France,Saint-Péray,northern-rhone-saint-peray,Saint-Péray,White,Marsanne,24,0.0,0,36.0,3.3949254,,2.4002066,2.8620205,
330,On the Rhône Again Crozes-Hermitage 2022,Julien Pilon,On the Rhône Again Crozes-Hermitage,2022,France,Crozes-Hermitage,northern-rhone-white,White,White,Marsanne,24,0.0,4,22.0,2.5020053,,3.571337,1.9414438,
331,Kalahari Cassis 2021,Château Barbanau,Kalahari Cassis,2021,France,Cassis,french-provence-white,White,White,Marsanne,24,0.0,3,28.5,3.0267177,,3.0305343,1.8049618,
332,Saint Peray Version Longue 2020,Francois Villard,Saint Peray Version Longue,2020,France,Saint-Péray,northern-rhone-saint-peray,Saint-Péray,White,Marsanne,24,0.0,20,25.5,3.3284082,,2.3911018,2.840041,
333,Les Rocoules Hermitage Blanc 2014,Marc Sorrel,Les Rocoules Hermitage Blanc,2014,France,Hermitage,northern-rhone-white,White,White,Marsanne,24,0.0,13,165.0,2.3944666,,3.7473905,2.3559222,
334,Les Rocoules Hermitage Blanc 2016,Marc Sorrel,Les Rocoules Hermitage Blanc,2016,France,Hermitage,northern-rhone-white,White,White,Marsanne,24,0.0,1,145.0,2.3944666,,3.7473905,2.3559222,
335,Les Rocoules Hermitage Blanc 2013,Marc Sorrel,Les Rocoules Hermitage Blanc,2013,France,Hermitage,northern-rhone-white,White,White,Marsanne,24,0.0,17,125.0,2.3944666,,3.7473905,2.3559222,
336,Les Rocoules Hermitage Blanc 2015,Marc Sorrel,Les Rocoules Hermitage Blanc,2015,France,Hermitage,northern-rhone-white,White,White,Marsanne,24,0.0,15,145.0,2.3944666,,3.7473905,2.3559222,
337,Les Rocoules Hermitage Blanc 2017,Marc Sorrel,Les Rocoules Hermitage Blanc,2017,France,Hermitage,northern-rhone-white,White,White,Marsanne,24,0.0,9,135.0,2.3944666,,3.7473905,2.3559222,
339,Blanc de Blancs 2022,Domaine du Paternel,Blanc de Blancs,2022,France,Cassis,french-provence-white,White,White,Marsanne,24,4.1,274,20.9,3.3573573,,2.915,1.6817359,
340,Clos des Grives Crozes-Hermitage Blanc 2018,Combier,Clos des Grives Crozes-Hermitage Blanc,2018,France,Crozes-Hermitage,northern-rhone-white,White,White,Marsanne,24,0.0,20,70.8,2.6310272,,3.3482702,1.9165405,
341,Ermitage Le Reverdy 2010,Ferraton Père & Fils,Ermitage Le Reverdy,2010,France,Hermitage,northern-rhone-white,White,White,Marsanne,24,0.0,12,85.0,2.2821774,,3.6059275,2.369113,
342,Ermitage Le Reverdy 2012,Ferraton Père & Fils,Ermitage Le Reverdy,2012,France,Hermitage,northern-rhone-white,White,White,Marsanne,24,0.0,18,81.4,2.2821774,,3.6059275,2.369113,
343,Ermitage Le Reverdy 2022,Ferraton Père & Fils,Ermitage Le Reverdy,2022,France,Hermitage,northern-rhone-white,White,White,Marsanne,24,0.0,0,73.75,2.2821774,,3.6059275,2.369113,
344,Ermitage Le Reverdy 2019,Ferraton Père & Fils,Ermitage Le Reverdy,2019,France,Hermitage,northern-rhone-white,White,White,Marsanne,24,0.0,4,76.0,2.2821774,,3.6059275,2.369113,
345,Ermitage Le Reverdy 2007,Ferraton Père & Fils,Ermitage Le Reverdy,2007,France,Hermitage,northern-rhone-white,White,White,Marsanne,24,0.0,12,86.0,2.2821774,,3.6059275,2.369113,
346,Ermitage Le Reverdy 2006,Ferraton Père & Fils,Ermitage Le Reverdy,2006,France,Hermitage,northern-rhone-white,White,White,Marsanne,24,0.0,4,85.0,2.2821774,,3.6059275,2.369113,
347,Ermitage Le Reverdy 2017,Ferraton Père & Fils,Ermitage Le Reverdy,2017,France,Hermitage,northern-rhone-white,White,White,Marsanne,24,0.0,21,78.0,2.2821774,,3.6059275,2.369113,
348,Gemini Saint-Péray 2021,Julien Cécillon,Gemini Saint-Péray,2021,France,Saint-Péray,northern-rhone-saint-peray,Saint-Péray,White,Marsanne,24,0.0,23,20.5,3.3721766,,2.5622354,2.677706,
349,Gemini Saint-Péray 2022,Julien Cécillon,Gemini Saint-Péray,2022,France,Saint-Péray,northern-rhone-saint-peray,Saint-Péray,White,Marsanne,24,0.0,0,29.0,3.3721766,,2.5622354,2.677706,
351,Saint-Joseph Les Granits Blanc 2011,M. Chapoutier,Saint-Joseph Les Granits Blanc,2011,France,Saint-Joseph,northern-rhone-white,White,White,Marsanne,24,4.1,188,56.0,2.4546893,,3.5975368,2.1892319,
352,Friponne Rosé 2021,Saint Roux,Friponne Rosé,2021,France,Maures,french-mediterranee-rose,Rosé,Rosé,Marsanne,24,3.6,35,7.25,4.0876546,,2.0,1.9969136,
353,El Calié Mosto d'Uva 2022,Borgo Maragliano,El Calié Mosto d'Uva,2022,Italy,Piemonte,italian-sparkling,Sparkling,Sparkling,Muscat Blanc,11,0.0,2,11.36,3.1666667,3.75,2.6666667,,
354,Pet Nat Vol 4 2021,Weingut Fuchs und Hase,Pet Nat Vol 4,2021,Austria,Kamptal,austrian-sparkling,Sparkling,Sparkling,Muscat Blanc,11,0.0,9,36.96,4.9488235,3.0,3.0,,
355,Moscato d'Asti 2021,Fontanafredda,Moscato d'Asti,2021,Italy,Moscato d'Asti,italian-moscato-dasti,Moscato d'Asti,Sparkling,Muscat Blanc,11,3.8,125,11.68,2.5649736,1.2943931,2.4463127,,
356,S.Giorgio Moscato d'Asti 2022,Arione,S.Giorgio Moscato d'Asti,2022,Italy,Moscato d'Asti,italian-moscato-dasti,Moscato d'Asti,Sparkling,Muscat Blanc,11,0.0,0,8.0,2.6854954,1.031982,2.320901,,
357,Asti Espumante 2018,Tenimenti Ca'Bianca,Asti Espumante,2018,Italy,Asti,italian-asti,Asti,Sparkling,Muscat Blanc,11,0.0,5,12.5,2.0,2.5,1.5,,
358,Tardivo 2022,Cascina Fonda,Tardivo,2022,Italy,Piemonte,italian-sparkling,Sparkling,Sparkling,Muscat Blanc,11,0.0,0,13.36,3.0,4.0,3.0,,
359,Moscato d'Asti 2022,Bel Sit,Moscato d'Asti,2022,Italy,Moscato d'Asti,italian-moscato-dasti,Moscato d'Asti,Sparkling,Muscat Blanc,11,0.0,0,18.79,2.3636363,1.0,2.7272727,,
360,Asti N.V.,Cinzano,Asti,N.V.,Italy,Asti,italian-asti,Asti,Sparkling,Muscat Blanc,11,3.7,733,9.52,2.1047742,2.5476248,1.6238242,,
361,Pet Nat Vol 1 2021,Weingut Fuchs und Hase,Pet Nat Vol 1,2021,Austria,Kamptal,austrian-sparkling,Sparkling,Sparkling,Muscat Blanc,11,0.0,18,33.06,5.0,2.9896789,3.0723395,,
362,Per Elisa Moscato d'Asti 2019,Ca'de Lion - Ghione,Per Elisa Moscato d'Asti,2019,Italy,Moscato d'Asti,italian-moscato-dasti,Moscato d'Asti,Sparkling,Muscat Blanc,11,0.0,22,11.76,2.2682354,1.083647,2.8058825,,
363,Dhjetë 2022,Musto Carmelitano,Dhjetë,2022,Italy,Basilicata,italian-sparkling,Sparkling,Sparkling,Muscat Blanc,11,0.0,2,15.58,3.0,4.0,3.0,,
365,Moscato 2022,Egos,Moscato,2022,Italy,Piemonte,italian-sparkling,Sparkling,Sparkling,Muscat Blanc,11,0.0,0,8.0,3.0,4.0,3.0,,
366,Vigna Vecchia Moscato d'Asti 2014,Ca' d'Gal,Vigna Vecchia Moscato d'Asti,2014,Italy,Moscato d'Asti,italian-moscato-dasti,Moscato d'Asti,Sparkling,Muscat Blanc,11,4.4,96,41.95,2.8790348,1.14583,2.577722,,
367,Moscato d'Asti 2016,Ceretto,Moscato d'Asti,2016,Italy,Moscato d'Asti,italian-moscato-dasti,Moscato d'Asti,Sparkling,Muscat Blanc,11,0.0,0,13.5,2.6166418,1.0456716,2.419403,,
368,Le Rose Emilia Bianco Bio 2019,Cà' de Noci,Le Rose Emilia Bianco Bio,2019,Italy,Emilia,italian-sparkling,Sparkling,Sparkling,Muscat Blanc,11,4.3,67,38.0,3.3022943,4.0294704,2.902059,,
369,101 Moscato d'Asti 2022,Ca’ del Baio,101 Moscato d'Asti,2022,Italy,Moscato d'Asti,italian-moscato-dasti,Moscato d'Asti,Sparkling,Muscat Blanc,11,4.3,39,12.0,2.4453754,1.1782917,2.454288,,
370,Vigna Vecchia Moscato d'Asti 2016,Ca' d'Gal,Vigna Vecchia Moscato d'Asti,2016,Italy,Moscato d'Asti,italian-moscato-dasti,Moscato d'Asti,Sparkling,Muscat Blanc,11,4.3,38,48.0,2.8790348,1.14583,2.577722,,
371,Moscato d'Asti Nivole ,Michele Chiarlo,Moscato d'Asti Nivole,,Italy,Moscato d'Asti,italian-moscato-dasti,Moscato d'Asti,Sparkling,Muscat Blanc,11,4.2,10208,11.39,2.6868272,1.0790337,2.4746363,,
373,Moscato d'Asti 2020,Prunotto,Moscato d'Asti,2020,Italy,Moscato d'Asti,italian-moscato-dasti,Moscato d'Asti,Sparkling,Muscat Blanc,11,4.2,408,19.8,2.6112292,1.1523051,2.4543445,,
376,Casarito Moscato d'Asti 2022,Acquesi,Casarito Moscato d'Asti,2022,Italy,Moscato d'Asti,italian-moscato-dasti,Moscato d'Asti,Sparkling,Muscat Blanc,11,0.0,13,12.3,2.674809,1.1205071,2.4539826,,
377,101 Moscato d'Asti 2004,Ca’ del Baio,101 Moscato d'Asti,2004,Italy,Moscato d'Asti,italian-moscato-dasti,Moscato d'Asti,Sparkling,Muscat Blanc,11,0.0,0,14.9,2.4453754,1.1782917,2.454288,,
378,101 Moscato d'Asti 2010,Ca’ del Baio,101 Moscato d'Asti,2010,Italy,Moscato d'Asti,italian-moscato-dasti,Moscato d'Asti,Sparkling,Muscat Blanc,11,0.0,4,14.9,2.4453754,1.1782917,2.454288,,
380,Sparkling Moscato Rosé N.V.,Bartenura,Sparkling Moscato Rosé,N.V.,Italy,Vino d'Italia,italian-sparkling,Sparkling,Sparkling,Muscat Blanc,11,4.1,787,9.99,3.012344,3.9640849,2.8953128,,
382,Centive Moscato d'Asti 2022,Olim Bauda,Centive Moscato d'Asti,2022,Italy,Moscato d'Asti,italian-moscato-dasti,Moscato d'Asti,Sparkling,Muscat Blanc,11,0.0,9,12.3,2.6902268,1.0911342,2.4971645,,
383,Moscato d'Asti 2015,G.D. Vajra,Moscato d'Asti,2015,Italy,Moscato d'Asti,italian-moscato-dasti,Moscato d'Asti,Sparkling,Muscat Blanc,11,4.1,556,11.9,2.7016203,1.1361691,2.4978228,,
385,Casa di Bianca Moscato d'Asti 2022,Gianni Doglia,Casa di Bianca Moscato d'Asti,2022,Italy,Moscato d'Asti,italian-moscato-dasti,Moscato d'Asti,Sparkling,Muscat Blanc,11,0.0,0,16.81,3.0225208,2.3739302,3.0483022,,
386,Moscato Spumante N.V.,Albino Armani,Moscato Spumante,N.V.,Italy,Valdadige,italian-trentino-alto-adige-sparkling,Sparkling,Sparkling,Muscat Blanc,11,4.1,345,12.99,3.5,3.5,3.0,,
389,Tacco12 Moscato d'Asti 2022,Scarpa,Tacco12 Moscato d'Asti,2022,Italy,Moscato d'Asti,italian-moscato-dasti,Moscato d'Asti,Sparkling,Muscat Blanc,11,0.0,5,12.9,2.6840322,1.3975806,2.3679032,,
390,Motivo Moscato Dolce N.V.,Borgo Molino,Motivo Moscato Dolce,N.V.,Italy,Veneto,italian-sparkling,Sparkling,Sparkling,Muscat Blanc,11,4.1,223,13.2,3.172131,3.593443,2.7180326,,
391,Biancospino Moscato d'Asti 2022,La Spinetta,Biancospino Moscato d'Asti,2022,Italy,Moscato d'Asti,italian-moscato-dasti,Moscato d'Asti,Sparkling,Muscat Blanc,11,4.1,143,13.24,2.691062,1.1347753,2.4640641,,
392,Muskateller Sekt 2021,Steininger,Muskateller Sekt,2021,Austria,Niederösterreich,austrian-sparkling,Sparkling,Sparkling,Muscat Blanc,11,0.0,2,21.04,4.687383,2.9582243,2.8463552,,
394,101 Moscato d'Asti 2013,Ca’ del Baio,101 Moscato d'Asti,2013,Italy,Moscato d'Asti,italian-moscato-dasti,Moscato d'Asti,Sparkling,Muscat Blanc,11,4.1,80,13.9,2.4453754,1.1782917,2.454288,,
397,Moscato d'Asti 2006,Massolino,Moscato d'Asti,2006,Italy,Moscato d'Asti,italian-moscato-dasti,Moscato d'Asti,Sparkling,Muscat Blanc,11,0.0,4,11.9,2.765907,1.0876348,2.5079799,,
398,Moscato d'Asti 2007,Massolino,Moscato d'Asti,2007,Italy,Moscato d'Asti,italian-moscato-dasti,Moscato d'Asti,Sparkling,Muscat Blanc,11,0.0,5,11.9,2.765907,1.0876348,2.5079799,,
399,Palás Moscato d'Asti 2022,Michele Chiarlo,Palás Moscato d'Asti,2022,Italy,Moscato d'Asti,italian-moscato-dasti,Moscato d'Asti,Sparkling,Muscat Blanc,11,0.0,3,9.72,2.7045622,1.132239,2.4704375,,
400,Riveto Moscato d'Asti 2022,Dante Rivetti,Riveto Moscato d'Asti,2022,Italy,Moscato d'Asti,italian-moscato-dasti,Moscato d'Asti,Sparkling,Muscat Blanc,11,0.0,13,10.0,2.5098217,1.1836429,2.478357,,
401,Solatio Moscato d'Asti 2022,Roberto Sarotto,Solatio Moscato d'Asti,2022,Italy,Moscato d'Asti,italian-moscato-dasti,Moscato d'Asti,Sparkling,Muscat Blanc,11,0.0,8,11.5,2.6182399,1.2156799,2.687307,,
402,Monteolivo Moscato d'Asti 2022,Bersano,Monteolivo Moscato d'Asti,2022,Italy,Moscato d'Asti,italian-moscato-dasti,Moscato d'Asti,Sparkling,Muscat Blanc,11,0.0,4,15.9,2.6897533,1.0744939,2.543926,,
403,Muscat de Rivesaltes 2018,Mas des Caprices,Muscat de Rivesaltes,2018,France,Languedoc,french-languedoc-roussillon-fortified,Fortified,Fortified Wine,Muscat Blanc,11,0.0,1,15.9,3.1296296,,4.0,4.533704,
404,Blend of Medium Dry Amontillado Sherry N.V.,Barbadillo,Blend of Medium Dry Amontillado Sherry,N.V.,Spain,Amontillado Sherry,spanish-sherry,Sherry,Fortified Wine,Muscat Blanc,11,3.6,387,10.99,3.8265264,,3.8582456,3.5535789,
405,Red Muscadel 2022,Badsberg,Red Muscadel,2022,South Africa,Breedekloof,south-african-fortified,Fortified,Fortified Wine,Muscat Blanc,11,0.0,2,11.4,1.6242857,,4.0814285,4.4785714,
406,Muscat de Rivesaltes 2022,Domaine Pouderoux,Muscat de Rivesaltes,2022,France,Muscat de Rivesaltes,french-languedoc-roussillon-fortified,Fortified,Fortified Wine,Muscat Blanc,11,0.0,2,13.7,3.086466,,3.85203,4.59579,
407,Muscat de Rivesaltes 2014,Dom Brial,Muscat de Rivesaltes,2014,France,Muscat de Rivesaltes,french-languedoc-roussillon-fortified,Fortified,Fortified Wine,Muscat Blanc,11,3.2,29,11.25,3.1298702,,4.064935,4.5574026,
408,Ai Suma Barbera d'Asti 2017,Braida,Ai Suma Barbera d'Asti,2017,Italy,Barbera d'Asti,italian-barbera,Barbera,Red,Barbera,31,4.5,279,103.61,3.8946383,,3.7293003,1.8512135,2.3712842
409,Ai Suma Barbera d'Asti 2019,Braida,Ai Suma Barbera d'Asti,2019,Italy,Barbera d'Asti,italian-barbera,Barbera,Red,Barbera,31,4.5,96,79.86,3.8946383,,3.7293003,1.8512135,2.3712842
410,Ai Suma Barbera d'Asti 2000,Braida,Ai Suma Barbera d'Asti,2000,Italy,Barbera d'Asti,italian-barbera,Barbera,Red,Barbera,31,4.5,60,124.44,3.8946383,,3.7293003,1.8512135,2.3712842
411,Costamiòle Riserva 2017,Prunotto,Costamiòle Riserva,2017,Italy,Nizza,italian-barbera,Barbera,Red,Barbera,31,4.4,206,45.0,3.7030094,,3.6495497,1.6810586,2.2768958
412,Bigolla 2005,Vigneti Massa,Bigolla,2005,Italy,Colli Tortonesi,italian-barbera,Barbera,Red,Barbera,31,4.4,86,71.76,3.5164926,,3.6364684,1.991408,2.6298058
413,Bricco dell'Uccellone Barbera d'Asti 2020,Braida,Bricco dell'Uccellone Barbera d'Asti,2020,Italy,Barbera d'Asti,italian-barbera,Barbera,Red,Barbera,31,4.4,40,69.18,3.8761177,,3.7325478,1.880059,2.4132936
414,Bricco dell'Uccellone Barbera d'Asti 1987,Braida,Bricco dell'Uccellone Barbera d'Asti,1987,Italy,Barbera d'Asti,italian-barbera,Barbera,Red,Barbera,31,0.0,11,139.37,3.8761177,,3.7325478,1.880059,2.4132936
415,Bricco dell'Uccellone Barbera d'Asti 1994,Braida,Bricco dell'Uccellone Barbera d'Asti,1994,Italy,Barbera d'Asti,italian-barbera,Barbera,Red,Barbera,31,0.0,21,111.55,3.8761177,,3.7325478,1.880059,2.4132936
416,Barbera d'Alba Vigna Francia 2021,Giacomo Conterno,Barbera d'Alba Vigna Francia,2021,Italy,Barbera d'Alba,italian-barbera,Barbera,Red,Barbera,31,0.0,20,85.64,3.8664799,,3.5947604,1.6758809,2.3565404
417,Quatr Nas 1997,Rocche dei Manzoni,Quatr Nas,1997,Italy,Langhe,northern-italy-red,Red,Red,Barbera,31,0.0,24,144.9,2.643403,,3.9507308,2.0085888,3.250811
418,Quatr Nas 1996,Rocche dei Manzoni,Quatr Nas,1996,Italy,Langhe,northern-italy-red,Red,Red,Barbera,31,0.0,12,144.9,2.643403,,3.9507308,2.0085888,3.250811
419,Bigolla 2011,Vigneti Massa,Bigolla,2011,Italy,Colli Tortonesi,italian-barbera,Barbera,Red,Barbera,31,0.0,14,77.66,3.5164926,,3.6364684,1.991408,2.6298058
420,Bigolla 2006,Vigneti Massa,Bigolla,2006,Italy,Colli Tortonesi,italian-barbera,Barbera,Red,Barbera,31,0.0,22,71.76,3.5164926,,3.6364684,1.991408,2.6298058
421,Bricco della Bigotta Barbera d'Asti 2017,Braida,Bricco della Bigotta Barbera d'Asti,2017,Italy,Barbera d'Asti,italian-barbera,Barbera,Red,Barbera,31,4.3,285,81.82,3.8680496,,3.7054346,1.9678533,2.393134
422,Ai Suma Barbera d'Asti 2007,Braida,Ai Suma Barbera d'Asti,2007,Italy,Barbera d'Asti,italian-barbera,Barbera,Red,Barbera,31,4.3,227,135.7,3.8946383,,3.7293003,1.8512135,2.3712842
423,Bricco dell'Uccellone Barbera d'Asti 2005,Braida,Bricco dell'Uccellone Barbera d'Asti,2005,Italy,Barbera d'Asti,italian-barbera,Barbera,Red,Barbera,31,4.3,213,118.18,3.8761177,,3.7325478,1.880059,2.4132936
424,Foja d'Or Riserva 2015,Franzoni,Foja d'Or Riserva,2015,Italy,Botticino,northern-italy-red,Red,Red,Barbera,31,0.0,4,34.96,2.4677684,,3.8382406,2.4228756,2.5931332
425,Costamiòle Riserva 2018,Prunotto,Costamiòle Riserva,2018,Italy,Nizza,italian-barbera,Barbera,Red,Barbera,31,4.3,145,32.95,3.7030094,,3.6495497,1.6810586,2.2768958
426,Bricco della Bigotta Barbera d'Asti 2018,Braida,Bricco della Bigotta Barbera d'Asti,2018,Italy,Barbera d'Asti,italian-barbera,Barbera,Red,Barbera,31,4.3,141,69.4,3.8680496,,3.7054346,1.9678533,2.393134
427,Ai Suma Barbera d'Asti 2008,Braida,Ai Suma Barbera d'Asti,2008,Italy,Barbera d'Asti,italian-barbera,Barbera,Red,Barbera,31,4.3,137,135.7,3.8946383,,3.7293003,1.8512135,2.3712842
428,100 Anni di Monbirone 2018,Monchiero Carbone,100 Anni di Monbirone,2018,Italy,Barbera d'Alba,italian-barbera,Barbera,Red,Barbera,31,4.3,95,36.68,3.6848316,,3.6917977,1.0914607,2.3860674
429,Ai Suma Barbera d'Asti 2004,Braida,Ai Suma Barbera d'Asti,2004,Italy,Barbera d'Asti,italian-barbera,Barbera,Red,Barbera,31,4.3,68,135.7,3.8946383,,3.7293003,1.8512135,2.3712842
430,Pin 2003,La Spinetta,Pin,2003,Italy,Monferrato,northern-italy-red,Red,Red,Barbera,31,4.3,65,65.55,2.5295835,,3.8739536,2.001374,3.1044688
431,Langhe Virtus Rosso 2011,Marchesi di Gresy,Langhe Virtus Rosso,2011,Italy,Piemonte,northern-italy-red,Red,Red,Barbera,31,4.3,65,30.96,2.548798,,3.816894,1.8875117,2.8957295
432,Quatr Nas 1998,Rocche dei Manzoni,Quatr Nas,1998,Italy,Langhe,northern-italy-red,Red,Red,Barbera,31,4.3,57,144.9,2.643403,,3.9507308,2.0085888,3.250811
433,Elena La Luna Barbera d'Alba 2021,Roberto Sarotto,Elena La Luna Barbera d'Alba,2021,Italy,Barbera d'Alba,italian-barbera,Barbera,Red,Barbera,31,4.3,56,24.95,3.6748407,,3.7990556,2.0389268,2.1429207
434,Romeo Rosso 2017,Mura Mura,Romeo Rosso,2017,Italy,Piemonte,northern-italy-red,Red,Red,Barbera,31,4.3,51,33.38,1.8166935,,4.1666126,2.5080645,2.7183065
435,Costemonghisio Nizza 2016,Mauro Sebaste,Costemonghisio Nizza,2016,Italy,Barbera d'Asti,italian-barbera,Barbera,Red,Barbera,31,4.3,46,79.76,2.9774897,,4.107191,1.6081682,2.553365
436,Costemonghisio Nizza 2017,Mauro Sebaste,Costemonghisio Nizza,2017,Italy,Barbera d'Asti,italian-barbera,Barbera,Red,Barbera,31,4.3,42,79.68,2.9774897,,4.107191,1.6081682,2.553365
437,Bricco Roche Riserva 2016,Il Falchetto,Bricco Roche Riserva,2016,Italy,Nizza,italian-barbera,Barbera,Red,Barbera,31,4.3,39,45.46,3.1180642,,3.9044938,2.247744,3.2588096
438,Bricco dell'Uccellone Barbera d'Asti 1995,Braida,Bricco dell'Uccellone Barbera d'Asti,1995,Italy,Barbera d'Asti,italian-barbera,Barbera,Red,Barbera,31,4.3,34,111.55,3.8761177,,3.7325478,1.880059,2.4132936
439,Gabutti Barbera d'Alba 2017,Cappellano,Gabutti Barbera d'Alba,2017,Italy,Barbera d'Alba,italian-barbera,Barbera,Red,Barbera,31,4.3,32,103.4,3.9885242,,3.5193925,1.628024,2.391482
440,Barbera d'Alba Giada 2017,Andrea Oberto,Barbera d'Alba Giada,2017,Italy,Barbera d'Alba,italian-barbera,Barbera,Red,Barbera,31,4.3,29,26.88,3.8011785,,3.5828052,1.9657923,2.1608381
441,Barabba Barbera 2004,Iuli,Barabba Barbera,2004,Italy,Barbera del Monferrato Superiore,italian-barbera,Barbera,Red,Barbera,31,4.3,27,133.98,3.9383817,,3.3987222,1.7398467,2.2013118
442,Bricco della Bigotta Barbera d'Asti 1994,Braida,Bricco della Bigotta Barbera d'Asti,1994,Italy,Barbera d'Asti,italian-barbera,Barbera,Red,Barbera,31,0.0,9,150.65,3.8680496,,3.7054346,1.9678533,2.393134
