,ID,Winery,Name,Vintage,Country,Region,Wine_Style,Wine_Type,Wine_Category,Grape Type,Grape_ID,Rating,Review_Count,Price,Acidity,Fizziness,Intensity,Sweetness,Tannin
1076,Três Bagos Tinto 2016,Lavradores de Feitoria,Três Bagos Tinto,2016,Portugal,Douro,portuguese-douro-red,Douro Red,Red,Touriga Franca,68,3.9,191,16.9,3.0117507,,4.3060465,1.7539169,3.4271283
1077,Quinta dos Quatro Ventos Tinto 2020,Bacalhôa,Quinta dos Quatro Ventos Tinto,2020,Portugal,Douro,portuguese-douro-red,Douro Red,Red,Touriga Franca,68,3.9,183,19.95,3.002481,,4.3232694,1.8300546,3.4771435
1078,Reserva 2016,D. Graça,Reserva,2016,Portugal,Douro,portuguese-douro-red,Douro Red,Red,Touriga Franca,68,3.9,150,8.89,2.8251636,,4.3975935,1.7871126,3.1767428
1079,Reserva Tinto 2013,Cottas,Reserva Tinto,2013,Portugal,Douro,portuguese-douro-red,Douro Red,Red,Touriga Franca,68,3.9,127,16.95,2.9675803,,4.522306,1.5219084,3.576794
1080,Touriga Nacional - Touriga Franca 2019,Valle Madruga,Touriga Nacional - Touriga Franca,2019,Portugal,Valpaços,northern-portugal-red,Red,Red,Touriga Franca,68,3.9,105,8.02,3.0110285,,3.8756454,2.03442,3.4045737
1081,Vinha dos Santos Tinto 2020,Quinta dos Frades,Vinha dos Santos Tinto,2020,Portugal,Douro,portuguese-douro-red,Douro Red,Red,Touriga Franca,68,3.9,82,8.37,3.0243478,,4.2778416,1.6455141,3.441775
1082,Colheita 2013,Quinta da Revolta,Colheita,2013,Portugal,Douro,portuguese-douro-red,Douro Red,Red,Touriga Franca,68,0.0,24,9.2,3.1098213,,5.0,1.0,3.886607
1083,Douro Limited Edition 2019,Castello d'Alba,Douro Limited Edition,2019,Portugal,Douro,portuguese-douro-red,Douro Red,Red,Touriga Franca,68,3.9,59,20.24,2.998026,,4.4553385,1.8651712,3.5647717
1084,Lupucinus Reserva 2018,Lubazim,Lupucinus Reserva,2018,Portugal,Douro,portuguese-douro-red,Douro Red,Red,Touriga Franca,68,3.9,56,11.44,3.1362998,,4.5916476,1.8059174,3.6309211
1085,Colheita Selecionada Tinto 2015,Vaga Lume,Colheita Selecionada Tinto,2015,Portugal,Alentejano,southern-portugal-red,Red,Red,Touriga Franca,68,3.9,56,9.84,2.7768087,,3.4868085,2.0659573,3.361489
1086,Selected Vines 2010,Azamor,Selected Vines,2010,Portugal,Alentejo,portuguese-alentejo-red,Alentejo Red,Red,Touriga Franca,68,3.9,52,21.19,2.9029033,,4.384086,1.9207528,2.9677231
1088,Esteva Douro 2019,Casa Ferreirinha,Esteva Douro,2019,Portugal,Douro,portuguese-douro-red,Douro Red,Red,Touriga Franca,68,3.8,9983,8.01,2.9775288,,4.077336,1.8377185,3.35505
1089,Assobio Douro 2019,Esporão,Assobio Douro,2019,Portugal,Douro,portuguese-douro-red,Douro Red,Red,Touriga Franca,68,3.8,2787,11.45,3.0497131,,4.1609693,1.806575,3.4155061
1090,Douro Superior Tinto 2016,Pacheca,Douro Superior Tinto,2016,Portugal,Douro Superior,portuguese-douro-red,Douro Red,Red,Touriga Franca,68,3.8,1194,9.71,2.9255812,,4.1571107,1.9255406,3.2701087
1091,Single Estate Red 2019,Azamor,Single Estate Red,2019,Portugal,Alentejo,portuguese-alentejo-red,Alentejo Red,Red,Touriga Franca,68,0.0,23,10.27,2.9449716,,4.2626696,1.6963756,2.8495321
1092,Flor do Tua Reserva Tinto 2017,Costa Boal Family Estates,Flor do Tua Reserva Tinto,2017,Portugal,Trás-os-Montes,northern-portugal-red,Red,Red,Touriga Franca,68,3.8,1122,6.46,3.0790052,,4.1107564,1.9955149,3.4712887
1093,Assobio Douro 2020,Esporão,Assobio Douro,2020,Portugal,Douro,portuguese-douro-red,Douro Red,Red,Touriga Franca,68,3.8,1095,6.44,3.0497131,,4.1609693,1.806575,3.4155061
1094,Colheita Red 2016,Quinta do Portal,Colheita Red,2016,Portugal,Douro,portuguese-douro-red,Douro Red,Red,Touriga Franca,68,3.8,1095,66.01,3.0339017,,4.3738685,1.7531703,3.4208624
1096,Douro Vertente Tinto 2015,Niepoort,Douro Vertente Tinto,2015,Portugal,Douro,portuguese-douro-red,Douro Red,Red,Touriga Franca,68,3.8,872,38.72,3.100158,,4.1450715,1.786707,3.347186
1098,Esteva Douro 2021,Casa Ferreirinha,Esteva Douro,2021,Portugal,Douro,portuguese-douro-red,Douro Red,Red,Touriga Franca,68,3.8,793,7.4,2.9775288,,4.077336,1.8377185,3.35505
1099,Flor do Tua Reserva Tinto 2015,Costa Boal Family Estates,Flor do Tua Reserva Tinto,2015,Portugal,Trás-os-Montes,northern-portugal-red,Red,Red,Touriga Franca,68,3.8,631,14.69,3.0790052,,4.1107564,1.9955149,3.4712887
1100,Tyto Alba Tinto 2012,Companhia das Lezírias,Tyto Alba Tinto,2012,Portugal,Ribatejo,central-portugal-red,Red,Red,Touriga Franca,68,3.8,622,8.08,2.9984403,,3.8290074,1.8410201,2.892127
1101,Douro Reserva Fabelhaft 2021,Niepoort,Douro Reserva Fabelhaft,2021,Portugal,Douro,portuguese-douro-red,Douro Red,Red,Touriga Franca,68,0.0,5,13.99,3.38497,,4.724408,1.5563315,3.8987572
1102,Douro Reserva Fabelhaft 2020,Niepoort,Douro Reserva Fabelhaft,2020,Portugal,Douro,portuguese-douro-red,Douro Red,Red,Touriga Franca,68,0.0,12,16.11,3.38497,,4.724408,1.5563315,3.8987572
1103,Vinha da Urze Reserva Tinto 2016,CARM,Vinha da Urze Reserva Tinto,2016,Portugal,Douro,portuguese-douro-red,Douro Red,Red,Touriga Franca,68,3.8,464,17.86,3.0567503,,4.2424793,1.958393,3.4032698
1108,Vale de Cavalos 2019,Poças,Vale de Cavalos,2019,Portugal,Douro,portuguese-douro-red,Douro Red,Red,Touriga Franca,68,3.8,313,10.82,3.041805,,4.3399854,1.6285411,3.531943
1110,Contraste Tinto 2018,Conceito,Contraste Tinto,2018,Portugal,Douro,portuguese-douro-red,Douro Red,Red,Touriga Franca,68,3.8,214,18.63,3.1021814,,4.3931074,1.6820649,3.678011
1111,Tinto 2022,Segredos de São Miguel,Tinto,2022,Portugal,Alentejano,southern-portugal-red,Red,Red,Touriga Franca,68,3.8,209,6.05,2.8972464,,3.7599206,1.9763918,2.6440976
1112,Casal Faria Reserva 2012,Quinta do Gago,Casal Faria Reserva,2012,Portugal,Trás-os-Montes,northern-portugal-red,Red,Red,Touriga Franca,68,0.0,3,34.5,3.10996,,4.248968,1.9936905,3.5109127
1113,Casal Faria Reserva 2014,Quinta do Gago,Casal Faria Reserva,2014,Portugal,Trás-os-Montes,northern-portugal-red,Red,Red,Touriga Franca,68,0.0,24,8.92,3.10996,,4.248968,1.9936905,3.5109127
1115,Douro Drink Me Tinto 2020,Niepoort,Douro Drink Me Tinto,2020,Portugal,Douro,portuguese-douro-red,Douro Red,Red,Touriga Franca,68,3.8,121,13.125,3.1183553,,4.672467,1.6411986,3.6022441
1116,Vinhas Antigas Tinto 2017,Bota Velha,Vinhas Antigas Tinto,2017,Portugal,Douro,portuguese-douro-red,Douro Red,Red,Touriga Franca,68,0.0,19,13.72,3.1059868,,4.2911186,1.3395065,3.9424343
1117,Trans Douro Express Baixo Corgo 2018,Mateus Nicolau de Almeida,Trans Douro Express Baixo Corgo,2018,Portugal,Douro,portuguese-douro-red,Douro Red,Red,Touriga Franca,68,3.8,104,10.05,3.263064,,4.4229803,1.5807799,3.6723537
1120,Casa Velha Reserva 2016,Favaios,Casa Velha Reserva,2016,Portugal,Douro,portuguese-douro-red,Douro Red,Red,Touriga Franca,68,0.0,23,15.67,3.208541,,4.2828827,2.2893238,3.2199645
1121,Casal Faria Reserva 2013,Quinta do Gago,Casal Faria Reserva,2013,Portugal,Trás-os-Montes,northern-portugal-red,Red,Red,Touriga Franca,68,3.8,79,12.5,3.10996,,4.248968,1.9936905,3.5109127
1123,Selected Vines 2009,Azamor,Selected Vines,2009,Portugal,Alentejo,portuguese-alentejo-red,Alentejo Red,Red,Touriga Franca,68,3.8,73,28.25,2.9029033,,4.384086,1.9207528,2.9677231
1124,Encostas do Gavião Tinto 2018,Couquinho,Encostas do Gavião Tinto,2018,Portugal,Douro,portuguese-douro-red,Douro Red,Red,Touriga Franca,68,3.8,71,7.35,2.9305828,,4.170272,1.7403884,3.458291
1126,Vinhas do Côa Tinto 2017,Palato do Côa,Vinhas do Côa Tinto,2017,Portugal,Douro,portuguese-douro-red,Douro Red,Red,Touriga Franca,68,3.8,62,6.1,3.1209064,,4.055743,1.7069144,3.0760388
1128,Quinta da Carolina Tinto 2015,Carolina,Quinta da Carolina Tinto,2015,Portugal,Douro,portuguese-douro-red,Douro Red,Red,Touriga Franca,68,3.8,34,31.22,2.53657,,3.4061573,2.332934,3.0120249
1129,Reserva Tinto 2007,Estopa,Reserva Tinto,2007,Portugal,Douro,portuguese-douro-red,Douro Red,Red,Touriga Franca,68,3.8,26,6.19,3.255625,,4.371648,1.3411647,3.79321
1130,Passa Tinto 2019,Quinta do Passadouro,Passa Tinto,2019,Portugal,Douro,portuguese-douro-red,Douro Red,Red,Touriga Franca,68,0.0,4,16.85,3.0827274,,4.4381685,1.718302,3.5087125
1132,Passa Tinto 2015,Quinta do Passadouro,Passa Tinto,2015,Portugal,Douro,portuguese-douro-red,Douro Red,Red,Touriga Franca,68,3.7,639,12.5,3.0827274,,4.4381685,1.718302,3.5087125
1133,Tinto 2014,Van Zellers,Tinto,2014,Portugal,Douro,portuguese-douro-red,Douro Red,Red,Touriga Franca,68,3.7,515,20.0,3.1158895,,4.4346766,1.6972332,3.1316917
1134,Tinto Douro 2020,Burmester,Tinto Douro,2020,Portugal,Douro,portuguese-douro-red,Douro Red,Red,Touriga Franca,68,3.7,497,8.05,3.0006003,,3.827175,1.6764343,3.3389401
1136,Passa Tinto 2016,Quinta do Passadouro,Passa Tinto,2016,Portugal,Douro,portuguese-douro-red,Douro Red,Red,Touriga Franca,68,3.7,449,11.7,3.0827274,,4.4381685,1.718302,3.5087125
1137,Passa Tinto 2012,Quinta do Passadouro,Passa Tinto,2012,Portugal,Douro,portuguese-douro-red,Douro Red,Red,Touriga Franca,68,3.7,434,24.95,3.0827274,,4.4381685,1.718302,3.5087125
1138,Assobio Douro 2021,Esporão,Assobio Douro,2021,Portugal,Douro,portuguese-douro-red,Douro Red,Red,Touriga Franca,68,3.7,419,6.36,3.0497131,,4.1609693,1.806575,3.4155061
1140,Legítimo 2016,Conceito,Legítimo,2016,Portugal,Douro,portuguese-douro-red,Douro Red,Red,Touriga Franca,68,3.7,293,12.0,2.880253,,4.1052127,1.3973076,3.6434412
1141,Tons de Duorum Tinto 2020,Duorum,Tons de Duorum Tinto,2020,Portugal,Douro,portuguese-douro-red,Douro Red,Red,Touriga Franca,68,3.7,241,7.55,3.0716498,,4.138098,1.8479252,3.4019365
1142,Contraste Tinto 2017,Conceito,Contraste Tinto,2017,Portugal,Douro,portuguese-douro-red,Douro Red,Red,Touriga Franca,68,3.7,236,8.74,3.1021814,,4.3931074,1.6820649,3.678011
1143,Montado Alentejo Tinto 2021,José Maria da Fonseca,Montado Alentejo Tinto,2021,Portugal,Alentejo,portuguese-alentejo-red,Alentejo Red,Red,Touriga Franca,68,3.7,214,5.99,2.922963,,3.6623414,2.081727,2.8922098
1144,DR Reserva Tinto 2020,Agri-Roncão,DR Reserva Tinto,2020,Portugal,Douro,portuguese-douro-red,Douro Red,Red,Touriga Franca,68,0.0,2,14.0711797547163,3.0079148,,4.0529785,1.5034043,3.663617
1145,Quinta da Levandeira do Roncão Reserva 2012,Agri-Roncão,Quinta da Levandeira do Roncão Reserva,2012,Portugal,Douro,portuguese-douro-red,Douro Red,Red,Touriga Franca,68,3.7,152,10.58,2.8798292,,4.196137,1.3270905,3.27022
1148,Selection 2014,Quinta do Cume,Selection,2014,Portugal,Douro,portuguese-douro-red,Douro Red,Red,Touriga Franca,68,3.7,109,7.8,2.8836634,,3.9445186,1.8825916,3.2084801
1150,Selected Vines 2013,Azamor,Selected Vines,2013,Portugal,Alentejo,portuguese-alentejo-red,Alentejo Red,Red,Touriga Franca,68,3.7,84,9.55,2.9029033,,4.384086,1.9207528,2.9677231
1151,Cistus Tinto 2021,Quinta do Vale da Perdiz,Cistus Tinto,2021,Portugal,Douro,portuguese-douro-red,Douro Red,Red,Touriga Franca,68,3.7,73,7.55,3.1746054,,4.2241483,1.8352729,3.5979106
1152,Esteva Douro 2015,Casa Ferreirinha,Esteva Douro,2015,Portugal,Douro,portuguese-douro-red,Douro Red,Red,Touriga Franca,68,3.6,8571,7.9,2.9775288,,4.077336,1.8377185,3.35505
1153,Colheita Red 2013,Quinta do Portal,Colheita Red,2013,Portugal,Douro,portuguese-douro-red,Douro Red,Red,Touriga Franca,68,3.6,1432,139.04,3.0339017,,4.3738685,1.7531703,3.4208624
1154,Douro Mural Red 2015,Quinta do Portal,Douro Mural Red,2015,Portugal,Douro,portuguese-douro-red,Douro Red,Red,Touriga Franca,68,0.0,19,9.95,3.0286162,,4.4444637,1.304899,3.3824728
1157,Tinto 2010,Sagrado,Tinto,2010,Portugal,Douro,portuguese-douro-red,Douro Red,Red,Touriga Franca,68,3.6,91,11.95,3.013447,,4.3011494,1.7530205,3.536171
1159,Preffácio Tinto 2009,Quinta do Pôpa,Preffácio Tinto,2009,Portugal,Douro,portuguese-douro-red,Douro Red,Red,Touriga Franca,68,3.6,82,12.95,2.4991667,,4.471389,2.0694444,3.2966666
1160,Casal d'Ermeiro Tinto 2011,Quinta do Ermeiro,Casal d'Ermeiro Tinto,2011,Portugal,Trás-os-Montes,northern-portugal-red,Red,Red,Touriga Franca,68,0.0,24,9.78,3.0,,5.0,1.0,4.0
1161,Moinho do Gato Tinto 2017,Quinta do Romeu,Moinho do Gato Tinto,2017,Portugal,Douro,portuguese-douro-red,Douro Red,Red,Touriga Franca,68,3.6,70,7.12,3.2224262,,4.284797,1.7813467,3.5899909
1165,Tinto 2009,Quinta de São Francisco,Tinto,2009,Portugal,Óbidos,southern-portugal-red,Red,Red,Touriga Franca,68,3.5,179,28.95,2.9119303,,3.754602,2.0107858,2.921275
1167,Vinha da Foz  Tinto 2015,Quinta da Foz,Vinha da Foz  Tinto,2015,Portugal,Douro,portuguese-douro-red,Douro Red,Red,Touriga Franca,68,3.5,146,68.68,2.9880712,,4.183919,1.9350126,3.6096203
1169,Douro Colheita 2018,Vallegre,Douro Colheita,2018,Portugal,Douro,portuguese-douro-red,Douro Red,Red,Touriga Franca,68,3.5,89,9.0,2.9912765,,4.5626884,1.7659509,3.7664502
1170,Gadiva Tinto 2015,Lavradores de Feitoria,Gadiva Tinto,2015,Portugal,Douro,portuguese-douro-red,Douro Red,Red,Touriga Franca,68,3.5,68,9.5,3.0799897,,4.5076604,1.4631987,3.3052588
1171,Douro Muros De Vinha Tinto 2015,Quinta do Portal,Douro Muros De Vinha Tinto,2015,Portugal,Douro,portuguese-douro-red,Douro Red,Red,Touriga Franca,68,3.4,649,7.95,3.0331302,,3.8610542,2.0363874,3.2792401
1172,Autocarro 27 Tinto 2018,Herdade do Portocarro,Autocarro 27 Tinto,2018,Portugal,Península de Setúbal,southern-portugal-red,Red,Red,Touriga Franca,68,3.4,338,6.56,3.1011078,,3.6613827,1.6978353,3.1087165
1173,Contraste Tinto 2015,Conceito,Contraste Tinto,2015,Portugal,Douro,portuguese-douro-red,Douro Red,Red,Touriga Franca,68,3.4,118,8.88888888888889,3.1021814,,4.3931074,1.6820649,3.678011
1175,Red Tinto 1966,Doural,Red Tinto,1966,Portugal,Duriense,northern-portugal-red,Red,Red,Touriga Franca,68,0.0,0,333.0,2.82401,,4.8944416,1.3451777,3.6279185
1176,Red Tinto 1975,Doural,Red Tinto,1975,Portugal,Duriense,northern-portugal-red,Red,Red,Touriga Franca,68,0.0,0,198.0,2.82401,,4.8944416,1.3451777,3.6279185
1177,Red Tinto 1997,Doural,Red Tinto,1997,Portugal,Duriense,northern-portugal-red,Red,Red,Touriga Franca,68,0.0,0,70.0,2.82401,,4.8944416,1.3451777,3.6279185
1178,Red Tinto 1998,Doural,Red Tinto,1998,Portugal,Duriense,northern-portugal-red,Red,Red,Touriga Franca,68,0.0,0,40.0,2.82401,,4.8944416,1.3451777,3.6279185
1179,Red Tinto 2000,Doural,Red Tinto,2000,Portugal,Duriense,northern-portugal-red,Red,Red,Touriga Franca,68,0.0,2,63.0,2.82401,,4.8944416,1.3451777,3.6279185
1180,Red Tinto 1985,Doural,Red Tinto,1985,Portugal,Duriense,northern-portugal-red,Red,Red,Touriga Franca,68,0.0,0,99.5,2.82401,,4.8944416,1.3451777,3.6279185
1181,Red Tinto 1996,Doural,Red Tinto,1996,Portugal,Duriense,northern-portugal-red,Red,Red,Touriga Franca,68,0.0,0,42.0,2.82401,,4.8944416,1.3451777,3.6279185
1182,Red Tinto 1987,Doural,Red Tinto,1987,Portugal,Duriense,northern-portugal-red,Red,Red,Touriga Franca,68,0.0,0,95.0,2.82401,,4.8944416,1.3451777,3.6279185
1183,Red Tinto 1991,Doural,Red Tinto,1991,Portugal,Duriense,northern-portugal-red,Red,Red,Touriga Franca,68,0.0,0,80.0,2.82401,,4.8944416,1.3451777,3.6279185
1184,Red Tinto 2003,Doural,Red Tinto,2003,Portugal,Duriense,northern-portugal-red,Red,Red,Touriga Franca,68,0.0,3,60.0,2.82401,,4.8944416,1.3451777,3.6279185
1185,Feitosa Tinto 2013,Selores,Feitosa Tinto,2013,Portugal,Douro,portuguese-douro-red,Douro Red,Red,Touriga Franca,68,3.3,35,11.5,2.6556883,,3.7613504,1.1716624,3.3584158
1186,Monte Raso Reserva 2014,Seara d'Ordens,Monte Raso Reserva,2014,Portugal,Douro,portuguese-douro-red,Douro Red,Red,Touriga Franca,68,3.0,28,9.95,3.0,,3.6497893,2.32,3.3486316
1187,Planalto Reserva Douro Branco 2020,Casa Ferreirinha,Planalto Reserva Douro Branco,2020,Portugal,Douro,northern-portugal-white,White,White,Touriga Franca,68,3.9,3629,3.14,3.8541832,,2.8699396,1.3380171,
1188,Planalto Reserva Douro Branco 2022,Casa Ferreirinha,Planalto Reserva Douro Branco,2022,Portugal,Douro,northern-portugal-white,White,White,Touriga Franca,68,3.9,1378,4.96,3.8541832,,2.8699396,1.3380171,
1189,Dalva Colheita Porto 1968,C. da Silva,Dalva Colheita Porto,1968,Portugal,Porto,portugal-colheita-port,Colheita Port,Fortified Wine,Touriga Franca,68,4.7,46,273.16,3.105616,,4.4884706,4.652404,
1190,Tordiz 40 Year Old Tawny Port N.V.,Burmester,Tordiz 40 Year Old Tawny Port,N.V.,Portugal,Porto,portugal-tawny-port,Tawny Port,Fortified Wine,Touriga Franca,68,4.6,511,299.96,3.2046902,,4.314804,4.119861,
1191,Dalva Colheita Porto 1934,C. da Silva,Dalva Colheita Porto,1934,Portugal,Porto,portugal-colheita-port,Colheita Port,Fortified Wine,Touriga Franca,68,4.6,26,724.66,3.105616,,4.4884706,4.652404,
1192,30 Years Old Tawny Porto N.V.,Sandeman,30 Years Old Tawny Porto,N.V.,Portugal,Porto,portugal-tawny-port,Tawny Port,Fortified Wine,Touriga Franca,68,4.5,1067,73.0,3.1100507,,4.172687,4.369519,
1193,Vintage Port 2016,Taylor's,Vintage Port,2016,Portugal,Porto,portugal-vintage-port,Vintage Port,Fortified Wine,Touriga Franca,68,4.5,167,87.9,2.818356,,4.366031,4.7685723,
1194,Porto 1952,J.W. Hart,Porto,1952,Portugal,Porto,portuguese-port,Port,Fortified Wine,Touriga Franca,68,0.0,0,389.0,3.0974576,,4.394915,4.9832206,
1195,Porto 1965,J.W. Hart,Porto,1965,Portugal,Porto,portuguese-port,Port,Fortified Wine,Touriga Franca,68,0.0,3,280.0,3.0974576,,4.394915,4.9832206,
1196,Porto 1980,J.W. Hart,Porto,1980,Portugal,Porto,portuguese-port,Port,Fortified Wine,Touriga Franca,68,0.0,1,135.0,3.0974576,,4.394915,4.9832206,
1197,Porto 1969,J.W. Hart,Porto,1969,Portugal,Porto,portuguese-port,Port,Fortified Wine,Touriga Franca,68,0.0,3,275.0,3.0974576,,4.394915,4.9832206,
1198,Tawny Port 40 Year Old N.V.,Quinta da Romaneira,Tawny Port 40 Year Old,N.V.,Portugal,Porto,portugal-tawny-port,Tawny Port,Fortified Wine,Touriga Franca,68,4.5,120,185.0,2.9910102,,4.571919,4.598889,
1199,Quinta do Bom Retiro 20 Year Old Tawny Porto N.V.,Ramos Pinto,Quinta do Bom Retiro 20 Year Old Tawny Porto,N.V.,Portugal,Porto,portugal-tawny-port,Tawny Port,Fortified Wine,Touriga Franca,68,4.4,3097,64.26,3.0,,4.153054,4.321571,
1200,30 Year Old Tawny Port N.V.,Burmester,30 Year Old Tawny Port,N.V.,Portugal,Porto,portugal-tawny-port,Tawny Port,Fortified Wine,Touriga Franca,68,4.4,617,128.16,2.9175744,,4.3259077,4.385314,
1201,40 Years Old Tawny Port N.V.,Kopke,40 Years Old Tawny Port,N.V.,Portugal,Porto,portugal-tawny-port,Tawny Port,Fortified Wine,Touriga Franca,68,4.4,386,165.96,3.1649337,,4.3916225,4.3796687,
1202,Vintage Port 2018,Taylor's,Vintage Port,2018,Portugal,Porto,portugal-vintage-port,Vintage Port,Fortified Wine,Touriga Franca,68,4.4,156,92.0,2.818356,,4.366031,4.7685723,
1203,Colheita Porto 2005,Quinta do Tedo,Colheita Porto,2005,Portugal,Porto,portugal-colheita-port,Colheita Port,Fortified Wine,Touriga Franca,68,4.4,61,68.38,2.774762,,4.9385715,4.972698,
1204,Vintage Port 2019,Quinta da Romaneira,Vintage Port,2019,Portugal,Porto,portugal-vintage-port,Vintage Port,Fortified Wine,Touriga Franca,68,4.4,33,69.8,2.8703928,,4.4700093,4.6996164,
1205,20 Year Old Tawny Port N.V.,Taylor's,20 Year Old Tawny Port,N.V.,Portugal,Porto,portugal-tawny-port,Tawny Port,Fortified Wine,Touriga Franca,68,4.3,9478,67.5,3.0399091,,4.360318,4.519954,
1206,20 Years Old Tawny Port N.V.,Kopke,20 Years Old Tawny Port,N.V.,Portugal,Porto,portugal-tawny-port,Tawny Port,Fortified Wine,Touriga Franca,68,4.3,1322,68.96,3.079177,,4.2624693,4.3713374,
1207,30 Years Old Tawny Port N.V.,Kopke,30 Years Old Tawny Port,N.V.,Portugal,Porto,portugal-tawny-port,Tawny Port,Fortified Wine,Touriga Franca,68,4.3,613,98.96,3.2505133,,4.375676,4.51084,
1208,Vintage Port 2009,Niepoort,Vintage Port,2009,Portugal,Porto,portugal-vintage-port,Vintage Port,Fortified Wine,Touriga Franca,68,4.3,238,88.0,2.9022956,,4.317253,4.6607122,
1209,LBV Porto 2018,Seara d'Ordens,LBV Porto,2018,Portugal,Porto,portugal-lbv-port,Late Bottled Vintage Port,Fortified Wine,Touriga Franca,68,4.3,49,26.4,2.9016626,,4.65699,4.303262,
1212,Colheita Port 2003,Burmester,Colheita Port,2003,Portugal,Porto,portugal-colheita-port,Colheita Port,Fortified Wine,Touriga Franca,68,4.2,213,65.46,3.0313776,,4.413685,4.6264977,
1213,Colheita Port 1992,Quevedo,Colheita Port,1992,Portugal,Porto,portugal-colheita-port,Colheita Port,Fortified Wine,Touriga Franca,68,4.2,108,69.9,3.1662447,,4.620114,4.7644606,
1215,Vintage Port 2017,Quinta da Romaneira,Vintage Port,2017,Portugal,Porto,portugal-vintage-port,Vintage Port,Fortified Wine,Touriga Franca,68,4.2,33,78.0,2.8703928,,4.4700093,4.6996164,
1216,Quinta de Ervamoira 10 Year Old Tawny Port N.V.,Ramos Pinto,Quinta de Ervamoira 10 Year Old Tawny Port,N.V.,Portugal,Porto,portugal-tawny-port,Tawny Port,Fortified Wine,Touriga Franca,68,4.1,4157,36.96,2.9404287,,4.3709283,4.390785,
1217,10 Years Old Tawny Porto N.V.,Sandeman,10 Years Old Tawny Porto,N.V.,Portugal,Porto,portugal-tawny-port,Tawny Port,Fortified Wine,Touriga Franca,68,4.1,3377,28.96,2.9603503,,4.2918386,4.4405255,
1219,Late Bottled Vintage Port Unfiltered 2015,Quinta da Romaneira,Late Bottled Vintage Port Unfiltered,2015,Portugal,Porto,portugal-lbv-port,Late Bottled Vintage Port,Fortified Wine,Touriga Franca,68,4.1,101,28.0,2.9517472,,4.694617,4.494642,
1220,Vintage Port 2011,Quinta da Romaneira,Vintage Port,2011,Portugal,Porto,portugal-vintage-port,Vintage Port,Fortified Wine,Touriga Franca,68,4.1,89,300.0,2.8703928,,4.4700093,4.6996164,
1221,Quinta de Ervamoira Vintage Porto 2004,Ramos Pinto,Quinta de Ervamoira Vintage Porto,2004,Portugal,Porto,portugal-single-quinta-vintage-port,Single Quinta Vintage Port,Fortified Wine,Touriga Franca,68,4.1,42,99.33,3.0585337,,4.628705,4.644634,
1222,Dona Antonia Porto Reserva Tawny N.V.,Ferreira,Dona Antonia Porto Reserva Tawny,N.V.,Portugal,Porto,portugal-tawny-port,Tawny Port,Fortified Wine,Touriga Franca,68,4.0,9695,23.76,2.9621148,,4.2052355,4.3114486,
1223,The Tawny Port N.V.,W. & J. Graham's,The Tawny Port,N.V.,Portugal,Porto,portugal-tawny-port,Tawny Port,Fortified Wine,Touriga Franca,68,4.0,5858,20.5,2.9801352,,4.2119617,4.341082,
1224,Adriano Reserva Tawny Porto N.V.,Ramos Pinto,Adriano Reserva Tawny Porto,N.V.,Portugal,Porto,portugal-tawny-port,Tawny Port,Fortified Wine,Touriga Franca,68,4.0,4892,21.89,2.970358,,4.20358,4.332029,
1225,Late Bottled Vintage Port 2017,W. & J. Graham's,Late Bottled Vintage Port,2017,Portugal,Porto,portugal-lbv-port,Late Bottled Vintage Port,Fortified Wine,Touriga Franca,68,4.0,1072,28.9,3.036545,,4.8497066,4.563431,
1226,Tawny Port 10 Year Old N.V.,Quinta da Romaneira,Tawny Port 10 Year Old,N.V.,Portugal,Porto,portugal-tawny-port,Tawny Port,Fortified Wine,Touriga Franca,68,4.0,878,29.0,3.0783982,,4.0394096,4.1962066,
1227,Dalva Tawny 10 Years Old Port N.V.,C. da Silva,Dalva Tawny 10 Years Old Port,N.V.,Portugal,Porto,portugal-tawny-port,Tawny Port,Fortified Wine,Touriga Franca,68,4.0,645,22.16,2.924137,,4.1139994,4.114484,
1228,Reserva Tawny Porto N.V.,Bulas,Reserva Tawny Porto,N.V.,Portugal,Porto,portugal-tawny-port,Tawny Port,Fortified Wine,Touriga Franca,68,4.0,479,20.32,2.8836348,,4.1145563,4.543396,
1229,Late Bottled Vintage Port Unfiltered 2014,Quinta da Romaneira,Late Bottled Vintage Port Unfiltered,2014,Portugal,Porto,portugal-lbv-port,Late Bottled Vintage Port,Fortified Wine,Touriga Franca,68,4.0,292,26.0,2.9517472,,4.694617,4.494642,
1230,Late Bottled Vintage Port 2016,Burmester,Late Bottled Vintage Port,2016,Portugal,Porto,portugal-lbv-port,Late Bottled Vintage Port,Fortified Wine,Touriga Franca,68,4.0,275,40.36,3.006336,,4.5640807,4.4349265,
1232,Vintage Port 2003,Burmester,Vintage Port,2003,Portugal,Porto,portugal-vintage-port,Vintage Port,Fortified Wine,Touriga Franca,68,4.0,58,104.66,2.9748607,,4.271267,4.7325454,
1234,Vintage Port 2015,Quinta da Romaneira,Vintage Port,2015,Portugal,Porto,portugal-vintage-port,Vintage Port,Fortified Wine,Touriga Franca,68,4.0,30,82.0,2.8703928,,4.4700093,4.6996164,
1235,Fine Ruby Port N.V.,Sandeman,Fine Ruby Port,N.V.,Portugal,Porto,portugal-ruby-port,Ruby Port,Fortified Wine,Touriga Franca,68,3.9,6586,12.56,3.0397377,,4.701967,4.7516394,
